key,value,label,emerlabel,version,sent1,num
topic5,0.832760,play store; stock keyboard; gujarati language,0,5.2.2.134,1: do_n't correct_misspell_word do_n't even have contraction and mess_up the word that be spell_correctly absolutely_horrible i m remove it seriously wish google have a 0_star_rat i have to rewite this so many time so people could understand what i be say;<br>2: despite the fact_that it s now free after i pay for it i really do_n't mind;<br>3: the google keyboard be as fluid as it can be i do_n't see why it could n't be the same here;<br>,13
topic5,1.311143,little bite; credit card; stock android,0,5.2.2.139,1: swiftkey can be irritate sometimes when it bog_down or when it refuse to let_me use a particular combination of letter and period but it s still mile_ahead_of the competition even google s keyboard which i think be 2nd best but still reminiscent_of something a couple high_school_student would make for the science fair;<br>2: use this keyboard and be for a long_time have always thrill;<br>3: use this keyboard and be for a long_time have always thrill;<br>,14
topic5,1.851088,add ons; auto fill; android lollipop,0,5.2.3.144,1: the number_row space bar row and the suggestion row be too big in size while the letter row be too_small and not space out;<br>2: i also ca_n't figure_out_how to kill autocorrect and when i gesture_type certain word like bat it assume i mean bay or something like that and there s no quick menu to adjust this;<br>3: unfortunately the past_few update introduce and persist one bug that i can not overlook when my phone be lock my verizon_samsung_galaxy note_4 be encrypt and be lock with a password flow be not available for a quick_reply from my sm app handcent;<br>,15
topic5,2.871276,hamburger menu; backspace key; enter key,0,5.3.0.124,,16
topic6,0.950449,window phone; key press; basic functionality,0,5.0.2.4,1: all you want be a set that they look only letter on the keyboard and not in_conjunction_with number and symbol;<br>2: disappoint very slow when start many lag in daily use;<br>3: it have some cool layout but exclude the layout be when you go into the number and it could be better identify;<br>,1
topic6,0.789450,predict word; spend money; word prediction,predict word; word prediction; spend money,5.0.3.26,1: a small improvement would be to display more_than <digit> predict_word in a row or in a small pop_up_window;<br>2: one of the first apps i buy and i <digit>;<br>3: just a pity i spend_money on it and now it <digit>;<br>,2
topic6,1.034492,popular social network; cloud backup; force close,cloud backup; popular social network; force close,5.0.4.93,1: with each update all color and better a rich choice of topic the possibility of cloud_backup integration with popular_social_network and service greatly_simplify use and make this keyboard itself one of the best android app;<br>2: with each update all color and better a rich choice of topic the possibility of cloud_backup integration with popular_social_network and service greatly_simplify use and make this keyboard itself one of the best android app;<br>3: get better the more you use it;<br>,3
topic6,1.147961,long time; haptic feedback; last week,0,5.0.5.95,1: i use to love this but after the latest_update the keyboard lag a lot and sometimes stop for a long_time and the catch_up;<br>2: i be not get any haptic_feedback for my note_4 i use to get it nothing at the moment;<br>3: great keyboard but all of a sudden it just get so insanely_slow that i need to use tjekke original for tre phone;<br>,4
topic6,1.831625,number row; word completion; voice dictation,0,5.1.0.60,1: i have be play this straight 4h today without any doubt this be my_favorite game on android;<br>2: what i wish from this apps would be appreciate to create a smiley little more;<br>3: why ca_n't you keep the number_row in the top and all the symbol down like all the other keyboard in the world;<br>,5
topic6,0.986317,cap lock; spell check; long time,0,5.1.1.66,1: i think it have something to do book messenger conflict for that suddenly_disappear and you to replay the message from the begin;<br>2: it begin incredibly nervous and think of alternative swype or touchpal;<br>3: work_smoothly accuracy could be slightly better;<br>,6
topic6,1.497770,backspace key; installation process; power consumption,0,5.1.2.75,1: hopefully in the come day we can get <digit> <digit> materiql keyboard for free then swiftkey will be back in my_fav list;<br>2: it s the same story for my samsung_galaxy_trend plus denver <digit> tablet oneplus_one this one have go from <digit> day battery_life to about one after remove swiftkey it go_back up to <digit> day;<br>3: 5_star when fix also it be not my phone htc_m7 which be very lean and fast otherwise;<br>,7
topic6,0.595662,keyboard shortcut; question mark; number row,0,5.2.0.115,1: many keyboard_shortcut that allow direct access to the sign and get write and improve write speed significantly;<br>2: i highly_recommend that you install and change the way of type for the better;<br>3: i highly_recommend that you install and change the way of type for the better;<br>,8
topic6,1.271770,heat map; swiftkey keyboard; htc desire,heat map; swiftkey keyboard; orange theme,5.2.1.120,1: you can tell just yet the difference_between dirt copy from china and superior technology from europe;<br>2: although when you come to pay blog that and only when you be do on the side of not disappear after a <digit>;<br>3: but practically it be also with the umlaut in the keyboard layout the word suggestion be mostly garbage;<br>,9
topic6,2.420007,enter key; emoji icon; numeric keyboard,0,5.2.2.124,1: could you please put in a language option for proper english so that it stop suggest u and <digit> and other idiotic abbreviation that i do_n't use;<br>2: we stop somewhere i choose qwerty language turkish be do and say that the internet be hurt quota to download it again when you want to select the language again;<br>3: enlarge letter remove the auto space and the failure to remove the load language after reboot the device;<br>,10
topic6,0.473654,prediction engine; sony xperia; black theme,0,5.2.2.126,1: a little mix_up about language you ca_n't choose one it automatically recognize it but sometimes it correct mistyped word in the wrong language;<br>2: it do_n't allow custom word at first it auto_correct even if we do_n't want it remember it then allow custom word;<br>3: word be poppig up when you dont want them and the emote menu be beyond useless;<br>,11
topic6,0.921534,without doubt; predict word; personal dictionary,0,5.2.2.133,1: i love the change of theme and i love that you put a store for theme that way instead_of release <digit> or <digit> new theme you get like <digit> or <digit> maybe even more;<br>2: i think <digit> team in the pac <digit> deserve a theme too;<br>3: i miss samsung s default_keyboard from my old note <digit> until i find swift;<br>,12
topic6,1.014519,little bite; 100 recommend; direct violation,0,5.2.2.134,1: hello my name be not if you like movie on dvd and i do not really like the theme of the city of the city in the morning and afternoon and even in which i have be tell not if it be than that i can think of that you can not do at the map of and the truth that i do not like much more_than anything in the that map really give me be like in the in which truth it be that good day state and of the one that will not be if you do go and see if you say i like that anything i can think of that have not occur to me that like this like this like say that nothing because you can not see if you think that the day i like a little olive_oil extra virgin city borough of the city and be tomorrow_morning day he tell_me that he do not have to be a little extra virgin olive_oil of the city;<br>2: unfortunately i lack the option the upper and lower case in the german disable the proposal;<br>3: i have it since it appear as a trial here in play_store thnx to developer i try others but it s my_favorite my stock_keyboard look now stupid to me;<br>,13
topic6,1.302997,default keyboard; auto correct; spell error,0,5.2.2.139,1: s great that this keyboard x win five now with my bike x <digit> generation be tremendous to this day and every_day better communication congratulate me;<br>2: i would like to hear a different type sound when you press the key other_than that outdated typewriter click;<br>3: there be an unusual sound sometimes when the keyboard open and a little_bite of a lag other_than that the keyboard be amaze and wonderful;<br>,14
topic6,2.200543,force close; haptic feedback; despite repeat,0,5.2.3.144,1: be up with all the ad say to download this and that it be way better 2_year_ago since it go free i get all ad have a pro_version and pay for no ad smh;<br>2: go get a life big time looser do_n't give shit reply say it will not read my email or modify it you psycho;<br>3: purchase premiere will not restore purchase why buy add_ons if they do_n't show up what a ripoff do_n't buy any add_ons;<br>,15
topic6,1.541970,slide gesture; keyboard shortcut; swiftkey cloud,0,5.3.0.124,1: i do_n't_wan na swipe or tap from the leave i hate this please_bring_back the tap and hold button please and by the way where be the material carbon_theme;<br>2: i do_n't_wan na swipe or tap from the leave i hate this please_bring_back the tap and hold button please;<br>3: the very least you could do be make a set to get to the menu from long press the number key especially since there be no_longer a function for long press the number key;<br>,16
topic7,0.952665,greek language; samsung note; basic functionality,0,5.0.2.4,1: even sm ful bad because it do not leave to write the word without extend character and this consume ful character and sm;<br>2: leave gap in the word automatically and generally write text much_faster;<br>3: excellent keyboard but you can not write sm with more_than <digit> character in greek_language;<br>,1
topic7,1.126123,word prediction; comma button; standard keyboard,0,5.0.3.26,1: everything be perfect would be great with a set that make you could even make the button on the keyboard;<br>2: do anyone know why when i go to shoot my emoticon convert_into a multimedia message;<br>3: work great and even save some time write like a advertise;<br>,2
topic7,0.876256,adhesive letter; samsung keyboard; cost money,0,5.0.4.93,1: exceed my expectation and the fact be that i like better to write plain without swipefunktionen than my standard keypad;<br>2: do not go on galaxy_s4 emoji when put in a letter say to have 1kb and turn in mm;<br>3: also if you pick an emoticon another will show up in your text;<br>,3
topic7,1.154725,make sense; several time; cursor jump,0,5.0.5.95,1: really smart and efficient keyboard would recommend to hint the user for change word or at_least allow the user to revert the change word by click only one key keep up the great work;<br>2: super prediction over time not only repair but also suggest the right word and become a message that sometimes write purely keyboard;<br>3: think that word proposal also become_worse and that the latest_version hang all the time;<br>,4
topic7,0.944540,long time; improve performance; word completion,0,5.1.0.60,1: keyboard no_longer appear or appear very slowly after maybe 5_second after update that supposedly improve_performance;<br>2: i have be play this straight 4h today without any doubt this be my_favorite game on android;<br>3: btw i m run on art not dalvik so maybe it s that a thing;<br>,5
topic7,0.544792,samsung galaxy tab; standard keyboard; battery consumption,0,5.1.1.66,1: i use perhaps in the fourth android phone and tablet;<br>2: it be so slow that few time a day it enlarge my screen of my phone;<br>3: give it time and it ll be one of the best addition to your phone you ve_ever make;<br>,6
topic7,3.105540,email address; auto correct; make sense,0,5.1.2.75,1: every_time i want to key in a letter the wrong letter appear and i ca_n't even type a word properly;<br>2: correct type word get correct to different word;<br>3: even real word i type in directly be auto change to something_else;<br>,7
topic7,0.812569,chinese input; little bite; catalan dictionary,0,5.2.0.115,1: just one worry me i want to keep my basic keyboard because i have a problem uh javais change my keyboard and it cose i pouvai not unlock my code so help_me please;<br>2: there be a reaction input_method_input_method slower_than the other the so call new chinese_input in fact still can not enter chinese in a slide manner;<br>3: keyboard begin to lag leave no value solution urgently;<br>,8
topic7,0.981430,color scheme; word prediction; orange theme,0,5.2.1.120,1: could you please add set to not add space after suggest word;<br>2: finally they have do this keyboard even for free or free with the full version of quot;<br>3: this keyboard i like although it could be a smarter appearance but it be a little lack;<br>,9
topic7,1.851147,slang term; whole sentence; complete sentence,0,5.2.2.124,1: prediction be a joke text correction be even worse add needle punctuation and change correct word with word miss spell;<br>2: prediction be a joke text correction be even worse add needle punctuation and change correct word with word miss spell;<br>3: i be sick of have to correct every word i type because the autocorrect feature change the word i type and do not guess what i be write;<br>,10
topic7,1.774393,font size; different language; input method,upper case; small amount; higher rat,5.2.2.126,1: there s chinese language set which mean this app be totally capable_of display kanji yet there s still no japanese keyboard support;<br>2: it have an amaze prediction_engine and be just as useful elegant and well think out on tablet as it be on the phone something that be miss on numerous other keyboard fleksy for_example;<br>3: i miss sony_xperia s keyboard when i change to new phone till i find swiftkey;<br>,11
topic7,1.056856,predictive word; key press; auto correction,0,5.2.2.133,1: it just literally try to do anything for you it put space after every punctuation and comma if you have <digit> or more language set it will autocorrect almost_every_single word to the first of the <digit> language;<br>2: gestural write be very good and gradually i in a week learn your word and become wonderful to write 10_star deserve;<br>3: not terribly but enough that i have to go_back and delete about every 5th word and try again;<br>,12
topic7,0.831701,personal dictionary; complete sentence; copy paste,0,5.2.2.134,1: i like this keyboard app but this app be consume a very huge space on my device it s almost around 28_mb it be quite a big mb memory for android keyboard app otherwise the performance of the keyboard be a very good but the developer have to think about the size of the app and yes i think that too that this app be more suitable_for the big screen phone because in the small screen phone like 4_inch text keyboard be cover a very big space on the screen so the developer think about this little_bite;<br>2: this keyboard be essential in my smartphone predict_perfectly while the ease_of type a message be amaze 100_recommend;<br>3: large keyboard it would be nice to select whether or not you want snow otherwise fine if they so after a while give them 5_star;<br>,13
topic7,1.286210,payment model; stock android; credit card,0,5.2.2.139,1: compare to the default_keyboard be heaven and earth for the benefit of swiftkey you can among_others adjust the size of the keyboard to the size of our finger;<br>2: swiftkey learn feature gradually reduce the number of frustrate auto_correct spell_error;<br>3: also worth note this keyboard can learn the way you type and autocorrect mistake for you simply the best you can get;<br>,14
topic7,1.906115,bottom row; punctuation mark; slightest movement,0,5.2.3.144,1: it be work really well until_recently and all of a sudden i m get terrible lag force_close and freeze up my entire phone;<br>2: and it be one of the fastest well it be the fastest keyboard that i have ever have in my whole life so for that i be gon_na keep it until u choose to update it and put some emojis up there bye;<br>3: i ll still use this keyboard but bum my emojis no_longer work;<br>,15
topic7,1.828491,home screen; swiftkey team; password field,0,5.3.0.124,1: please add dictionary editor and custom slide_gesture swipe up to paste select all move cursor etc;<br>2: please add dictionary editor and custom slide_gesture swipe up to paste select all move cursor etc;<br>3: at_least they finally fix the double_click sound issue but replace the click noise with a pretty worse click sound;<br>,16
topic8,0.745130,hebrew language; older device; basic functionality,0,5.0.2.4,1: obese different design may slightly annoy that it direct all the word it become some strange phrase sometimes d;<br>2: lately unfortunately also part stool which theme you have to pay for even if you have purchase the program and cloud hubbub that be hard to ignore;<br>3: and very knotete if keypad believe that the address bar in the browser be a place you want to write plain_text as it be not possible to disable the prediction;<br>,1
topic8,1.109706,comma button; complete satisfaction; word prediction,comma button; complete satisfaction; word prediction,5.0.3.26,1: type of clash_of clan i need someone like me can save different text in different click type i click on a button and it will text o late if i want to change to another text i click another button to change it;<br>2: complete_satisfaction i recommend a lot_of option to change the look a quick and comfortable type;<br>3: by shortcut i mean that one could easily replace the text;<br>,2
topic8,0.637896,enter key; samsung keyboard; adhesive letter,enter key; samsung keyboard; adhesive letter,5.0.4.93,1: smart and flexible mobile keyboard but with super bore black_white emoji;<br>2: every_day i announce that i have not instal any language how daily download it;<br>3: okay at guess the right but be not as user_friendly as some competitor;<br>,3
topic8,1.037402,hebrew language; swipe across; previous layout,0,5.0.5.95,1: many time as i open a browser or the fb app the keyboard do_n't pop_up or it pop and then disappear all of a sudden and i have to close the browser and open it again in_order the keyboard to pop_up;<br>2: the disadvantage sometimes in ukrainian layout put russian word and vice_versa but the second be more accurate svayp give the correct result;<br>3: word bar disappear space disappear profit of the hebrew_language;<br>,4
topic8,1.892210,adhesive letter; voice dictation; word completion,voice dictation; adhesive letter; suggest correction,5.1.0.60,1: im_sick with this immediately suggest_correction dih error from be press together despite how then this nhuthes this;<br>2: the new app also fix the problem with the magnifing glass when move the marker;<br>3: update still not overcome the error adhesive_letter;<br>,5
topic8,1.025160,personal dictionary; standard keyboard; word prediction,personal dictionary; standard keyboard; word prediction,5.1.1.66,1: dang delete account sign swiftkey connection with google account and intent to load personal_dictionary from the cloud back up account swiftkey lest lose;<br>2: <digit> inch the undock split layout be show only the right part of the keyboard;<br>3: for me it be fantastic the only problem that i get on my mobile be that i sometimes language pack disappear and have to re_install them otherwise it be perfect;<br>,6
topic8,2.000503,number row; upper case; key press,0,5.1.2.75,1: i like to use number_row layout in nickel white number_row color be perfect but i want same color on other key too upper_case switcher key numeric enter backspace;<br>2: in classic white the numeric key color also appear complete white they vary by other key color enter numeric;<br>3: please be delete geojom letter float on the top and black letter saeyo me to come over right when you enter anolra very annoy and inconvenient to write shiver emoticon easy thing for me to be;<br>,7
topic8,0.499556,auto correction; predictive word; something wrong,0,5.2.0.115,1: determine the size of the keyboard and different theme to personalize your_own phone tab;<br>2: i m happy u fix the language issue but right_now the emoji seem lesser in my phone i do_n't know it s the problem of jellybean or u_guy do_n't have it all and i only want word suggestion but not the auto_correction so can u make it an option for us to choose;<br>3: i would like to know why not make phone keypad the star be miss;<br>,8
topic8,0.997308,long time; orange theme; business model,0,5.2.1.120,1: and when i then blur everything and click the space will pop_up where a word also swiftkey think i apparently need;<br>2: but you take that and try to customize the table would not have to think about that be just one square space be specify as an option in the activate button;<br>3: the prediction of swiftkey other hand be so good that i often can enter entire sentence without have to type a word;<br>,9
topic8,1.983482,factory setting; spell check; tag someone,0,5.2.2.124,1: easy to use prediction that facilitate use of the keyboard and that you can use slide site type fast slip from one point to another make write fast and fun experience;<br>2: try out swiftkey as an_alternative to the google keyboard on my nexus and it do some thing well different keyboard layout can be useful at time prediction be slightly better;<br>3: this be still my favourite keyboard but one of the best feature do_n't work well on the s6 swipe backward to delete;<br>,10
topic8,1.330644,email client; word completion; double tap,0,5.2.2.126,1: for me i spend <digit> travel and receive <digit> send <digit> mail daily so end_up switch over to google keyboard;<br>2: this app need more feature to customise background font and font_size and transparency of keyboard;<br>3: the best keyboard we <digit>;<br>,11
topic8,1.249355,upper bar; auto correct; power hungry,0,5.2.2.133,1: i have instal this app on my xperia_z and it work like a charm very smooth and neat the layout be great now you can choose_between a lot_of keyboard arrangement predictive_word be excellent the swipe tool be very cool and precise i highly_recommend this app now i give the 5_star keep the good work devs;<br>2: tailor work well and smooth swipe unlike the standard one that come with my htc phone;<br>3: ispravte_please very much do not want to change to another sviftkey claudia;<br>,12
topic8,0.527288,hinglish dictionary; cloud storage; team behind,0,5.2.2.134,1: prediction be provide however each french word type be underline in red whether it be suggest or not and be not add in personal_dictionary unless i manually_enter them which mean i d have to do it for whole message in french;<br>2: for umlaut i have to stay up there long and not all the word it recognize immediately or when you tap it change proper name simply from the tap and extend so immense;<br>3: one of the thing i like be that you can place cursor ideal when atinas to click on a letter of a word you can use the cursor to move;<br>,13
topic8,0.574186,sensitive information; question mark; pre instal,0,5.2.2.139,1: it s a shame the devs change the payment_model so that all the decent look board cost more money;<br>2: in the last <digit> update have worsen it have appear one lag of <digit> 3_second from touch the screen and keyboard appear;<br>3: it run_smoothly look good be changeable and with the most_important do not forget every few_day his dictionary;<br>,14
topic8,2.293358,key press; slightest movement; several month,0,5.2.3.144,,15
topic8,2.644609,whomever decide; setting menu; slide menu,0,5.3.0.124,1: i purchase a new theme keyboard several day_ago i be charge for it but now i ca_n't connect to swiftkey store and all my other keyboard that i buy wo_n't download;<br>2: slow response time the swiftkey store refuse to connect on my device wifi or mobile and i cant access any of my previously purchase keyboard;<br>3: poor new ui m unable to download new free theme;<br>,16
topic9,1.172883,biggest issue; basic functionality; beyond measure,0,5.0.2.4,1: biggest_issue be that it could n't keep up with me and my sloppy tap and the fact you could n't resize it your_own custom size bug me;<br>2: this be the best keyboard om playstore now slow and crash alot dont waste your time;<br>3: very_satisfy except for one thing as unembed gap after order dot;<br>,1
topic9,1.163411,stock android; word prediction; comma button,0,5.0.3.26,1: after a month with the supply keyboard i be sick of all the miss and instal last swiftkey;<br>2: the keyboard be extremely intelligent and quick to make suggestion;<br>3: estimate shutdown if a keyboard be useless;<br>,2
topic9,0.940575,enough memory; cost money; force close,0,5.0.4.93,1: wish list <digit> more simple dark_theme that be easy to see <digit> ability to determine the height of piltastrad <digit> smiley editor and the ability to just use smiley for us who do not like emoj;<br>2: support for various issue set a long_time pressure the ability of type with one hand in the corner of the screen and much to find what i reduce write longer message;<br>3: you get to write message <digit> time faster if you know to use it;<br>,3
topic9,1.469572,pink color; cost money; hangul input,pink color; cost money; hangul input,5.0.5.95,1: i give it <digit> there be not much free ap slow but sometimes it do not and be not the fault of the device be not smooth vivid pink_color monti lilla and it would be perfect if bill white could be separate from the outside in_addition to purple and in what should be like that dimension alitani can only pity be that so weird emoi be very good but it be better to go for_example parizsos key only thing i can say birusosak launchner panel of 3_star be repair roll_out a star because of this horrible application;<br>2: now it have also begin to report a fault with dynamic language pack;<br>3: very good although the hungarian inflect form of word you need to teach him because in most case only dictionary contain the word belt;<br>,4
topic9,0.796969,word prediction; long time; word completion,0,5.1.0.60,1: fast handy feature if the item be re settler phone you can either take the word power;<br>2: poor application do not have anything better_than give money for this;<br>3: poor application do not have anything better_than give money for this;<br>,5
topic9,1.357844,performance improvement; long time; auto correct,0,5.1.1.66,1: when i want to type the keyboard do_n't shop up all the time or it stay when i press enter;<br>2: unlike any other keyboard do not mow it fast easily_customizable form and color have a lot_of element that i can adjust themselves;<br>3: super fast type without error be never so easy;<br>,6
topic9,0.814787,entire screen; cursor key; high contrast,0,5.1.2.75,1: also whether you use swype or prefer type individual character the predictive_capability be great which make it easy to type or swype fast and not bother about the exact spell of the word;<br>2: seem to be learn my type style pretty fast;<br>3: it have learn my syntax pattern extremely fast and frequently predict my entire sentence after i type one letter;<br>,7
topic9,0.638157,little bite; x10 mini; key word,0,5.2.0.115,1: from the begin of the super but then start to bother_me a lot that the keyboard automatically transcribe construct state noun in the first fall it be necessary to constantly check p;<br>2: i recommend it to everyone who be annoy by the original keyboard or to anyone_who be look for a replacement keyboard;<br>3: such_as <digit> mega keyboard be really stupid to let anyone mad at me;<br>,8
topic9,1.524286,chinese input method; pinyin input; input method,chinese input method; pinyin input; orange theme,5.2.1.120,1: chinese_input_method simplify can do better square_input_method have obvious discomfort of delay no fuzzy input enter the letter turn a little trouble the accuracy be not enough of it many common word be not really jiugong pinyin_input the very smooth;<br>2: input when you enter what once have;<br>3: in the vietnamese press stick together letter;<br>,9
topic9,2.333919,logon screen; khmer language; pay customer,0,5.2.2.124,1: sm only <digit> character of a malfunction remove accent what a pity i can apku buy when it be still sell the super but unfortunately there any pay twice as much for sm so probably pass to daku alternative which have the function of developer please just try do;<br>2: i be wait for an update of swiftkey which fix the bug then there <digit>;<br>3: it s not just lag it will freeze for <digit> to <digit> second often;<br>,10
topic9,1.097233,prediction engine; double tap; word completion,0,5.2.2.126,1: there s also a bug with the samsung_note_4 email_client duplicate word and phrase miss capitalization during copy and paste etc;<br>2: also lot_of customization even if you do not pay theme and pay content be not excessive either;<br>3: would hope that the self congratulation and save statistic would not be of swiftkey so in the foreground but be it receive more to customer need;<br>,11
topic9,1.107352,key stroke; highest power; key press,0,5.2.2.133,1: after a short while the keyboard be adjust to the individual write style and give the proposal accord to their_own style of write;<br>2: m use s3 t the number have increase in different way of be success be directly above and en character;<br>3: it s the only keyboard app that do_n't give you those ugly gum drop look emojis;<br>,12
topic9,0.902497,little bite; swiftkey keyboard; operate system,0,5.2.2.134,1: very_resourceful fast excellent slide cloud_storage for your custom word feature of english and hinglish_dictionary fast prediction and many more;<br>2: the keyboard be very good the amaze self correct but consume too_many resource and to be fairly brand a simple keyboard;<br>3: this apps autocorrect system be actually amaze and it remember some word you use frequently that be n't in there dictionary;<br>,13
topic9,0.863463,hinglish dictionary; cloud storage; deal breaker,0,5.2.2.139,1: good keyboard but quite_annoy hat the delete gesture be n't work fully;<br>2: good keyboard but quite_annoy hat the delete gesture be n't work;<br>3: better_than my stock lg_g3 keyboard better_than the google keyboard and better_than_swype;<br>,14
topic9,1.845867,slide gesture; several time; blaze fast,0,5.2.3.144,1: should enable more free theme with nice design i have the opportunity to pay some package that look great but the latest design for free seem an_insult to the user;<br>2: should enable more free theme with nice design i have the opportunity to pay some package that look great but the latest design for free seem an_insult to the user;<br>3: what i do_n't like be that i pay for this app and the other_apps from this developer and they now publish it for free and put all together in one app;<br>,15
topic9,2.222070,capitalize word; cursor jump; predict word,0,5.3.0.124,1: i have an idea i think a delete key would be useful simply because it would allow for the removal_of space or deletion of text without have to long press on the text to move the cursor;<br>2: please add an option to get_rid_of the smiley button specifically the one to the leave of the comma and usability on my tablet would skyrocket;<br>3: also please add the option to disable the space add when add a period;<br>,16
topic10,0.621060,chinese market; disable autocorrect; hebrew language,0,5.0.2.4,1: if support even_though i be also will to pay for support hope developer consider the chinese_market be a big cake;<br>2: please consider to add option to turn_off diacritic in prediction;<br>3: must install language every phone have be turn_off as it be every night;<br>,1
topic10,1.058114,word prediction; comma button; performance improvement,0,5.0.3.26,1: after update prediction ko_dc off even self completion from which finish from wrong so take tg fix;<br>2: after the update version of it new publication from then that word still stick together be how for_example but you sir gt;<br>3: hang_up twice before i could finish this;<br>,2
topic10,0.940575,force close; cost money; take forever,0,5.0.4.93,1: super concern only what bother_me be that if someone send him smilies display <digit>;<br>2: when they come in color from viber and whatsapp get swiftkey the last star;<br>3: good emojis however well could be update periodically;<br>,3
topic10,1.675142,consonant vowel; double consonant; faulty adhesive letter,0,5.0.5.95,1: press shift to enter double_consonant and double_consonant if you enter a place consonant pair there be a pause phenomenon during re_arrange keyboard configuration back to the original consonant_vowel deal chew enter at this time;<br>2: many time very frustrate because every word stick forever;<br>3: s hard to put your_finger on exactly_what make swiftkey better but it be the sum of many small difference from the standard_keyboard;<br>,4
topic10,1.401788,word completion; voice dictation; adhesive letter,0,5.1.0.60,1: it s so weird it s so smooth and nice but once at every <digit> to 20_second i have a very weird and annoy lag when i m type i m use an htc_one_m8 so i do_n't think it s from hardware;<br>2: it s a bite harder to work when my screen or finger be wet but then i just type the old way without slide my finger;<br>3: it slow_down the write that i type every word correct;<br>,5
topic10,1.133555,personal dictionary; swiftkey cloud; auto correct,0,5.1.1.66,1: but if fear of lose personal_dictionary that still want to fix bug as sequential stick from the follow step <digit>;<br>2: dang delete account sign swiftkey connection with google account and intent to load personal_dictionary from the cloud back up account swiftkey lest lose;<br>3: sync personal_dictionary now have the machine account data <digit>;<br>,6
topic10,1.805033,several month; customer service; emoji panel,0,5.1.2.75,1: hopefully in the come day we can get <digit> <digit> materiql keyboard for free then swiftkey will be back in my_fav list;<br>2: the first thing you should do when you get a new phone be download swiftkey which be now free with more_than <digit> amaze theme and <digit> emojis;<br>3: when i try to download language pack like french fr and arabic ar the download progress finishe then it say download error invalid language pack fix it soon coz these be language i use all the time;<br>,7
topic10,0.573515,auto correction; chinese input method; predict word,0,5.2.0.115,1: i m happy u fix the language issue but right_now the emoji seem lesser in my phone i do_n't know it s the problem of jellybean or u_guy do_n't have it all and i only want word suggestion but not the auto_correction so can u make it an option for us to choose;<br>2: the long_await chinese_input_method finally launch but unfortunately no stroke and handwrite please continue to improve;<br>3: i know the person_who create vertical to the interviewer exceptional case;<br>,8
topic10,1.309672,window phone; orange theme; business model,window phone; orange theme; htc desire,5.2.1.120,1: bless be all those cool gwn fantastic keyboard sorry fo da jhe pay gaaftste tire <digit>;<br>2: although when you come to pay blog that and only when you be do on the side of not disappear after a <digit>;<br>3: doetneunde their word float on top of the keyboard to initialize a sudden there any way to recover;<br>,9
topic10,2.774027,lock screen; swype input; kit kat,0,5.2.2.124,,10
topic10,0.618103,thirty day; play store; custom rom,0,5.2.2.126,1: with the inbuilt animation and emoji this just keep get better and better;<br>2: swiftkey be very convenient for prediction and in several language useful for student;<br>3: very_useful for_those_who have small phone;<br>,11
topic10,1.014365,personal dictionary; auto correct; android device,0,5.2.2.133,1: s easy to predict what will tell you besides your key semicolon be easy to see an annoy microphone and also the key to long press be easier to write;<br>2: once you ve use it for a while and it learn your type style you can dang_near type total gibberish and somehow this keyboard still know what you mean to type;<br>3: after a short while the keyboard be adjust to the individual write style and give the proposal accord to their_own style of write;<br>,12
topic10,1.280870,correct misspell word; personal dictionary; russian language,0,5.2.2.134,1: i like this keyboard app but this app be consume a very huge space on my device it s almost around 28_mb it be quite a big mb memory for android keyboard app otherwise the performance of the keyboard be a very good but the developer have to think about the size of the app and yes i think that too that this app be more suitable_for the big screen phone because in the small screen phone like 4_inch text keyboard be cover a very big space on the screen so the developer think about this little_bite;<br>2: for very recommendable be super pudes write faster application and customize the keyboard to your like and if your girl adjust screen keyboard be the truth i have no word to descrivirla;<br>3: i try them enough and this be clearly the best fast learner automatically make space for word the choice be the qwerty layout and many other thing;<br>,13
topic10,1.663615,long time; stock android; deal breaker,0,5.2.2.139,1: very_resourceful fast excellent slide cloud_storage for your custom word feature of english and hinglish_dictionary fast prediction and many more;<br>2: and the theme could have be better even the pay once and the change of emoji selector i personally do_n't like it the old one be easy and fast now it s terribly_slow pls_fix it in the next update kindly;<br>3: the responsiveness take a big hit after the app be make free;<br>,14
topic10,2.459188,play store; samsung keyboard; haptic feedback,0,5.2.3.144,1: i get a galaxy_note_4 and it be flawless but on my older nexus this will make your phone hang and freeze up for a sec or two;<br>2: no one can beat swiftkey it splendid nice type great size option what not everything in one keyboard kindly make more theme for free so it will be more awesome;<br>3: we have to wait_until 10_second pass a glitch and even longer;<br>,15
topic10,2.607255,predictive text; english language; several time,0,5.3.0.124,1: another thing be when you suggest a word and it s correct i do_n't want that suggestion to change when i press the number symbol key if you know what i mean;<br>2: if i press suggest word it be write together with my half type word;<br>3: swiftkey understand prediction but insist_on auto space for flow the solution be simple when flow suggest the current word even after flow be do when the user pick a word or press space then you suggest the next one;<br>,16
topic11,1.101567,consonant vowel; personal dictionary; basic functionality,0,5.0.2.4,1: only optimize the program to open many faster because many time we hurry and when we start write the plasma half but vibrate as if you have type;<br>2: best keyboard available on the market full time spar me wrong order and 90_percent_of the time be right;<br>3: in_addition the multi language support nothing have to change immediately inform can write in both english and latvian;<br>,1
topic11,0.770392,social network; standard keyboard; word prediction,0,5.0.3.26,1: the only problem that default in word be the recommend and not that you write mean that before go to the second word must see what word be select;<br>2: by shortcut i mean that one could easily replace the text;<br>3: d_rather be in bold be what you write and not recommend;<br>,2
